animal_type,symptoms,disease_name,disease_category,recommended_medicines,Primary Intervention (First Aid),Secondary Intervention (Medical Therapy)
cow,"infectious bovine rhinotracheitis abortion storm, multiple cows aborting 1-3 months after virus exposure",IBR Abortion,Viral/Reproductive,"Vaccinate with killed IBR vaccine, Biosecurity, Isolate aborting cows, Notify veterinary authorities, Test aborting fetuses",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"ketosis with neurological signs (nervous ketosis), bellowing, apparent blindness, aggression, excess propionate",Nervous Ketosis,Metabolic/Neurological,"IV Dextrose 500ml 50%, Propylene glycol 300ml BID, Dexamethasone 20mg once, Thiamine 500mg IM, Propylene glycol ongoing x 5 days",Keep the animal warm and still; offer small amounts of water; monitor breathing rate and gum colour.,"Corticosteroid therapy (e.g., Prednisolone); Vitamin B supplementation. Final selection based on clinical assessment."
cow,"abomasal impaction in beef cow in late winter, constipation, large doughy right abomasum, anorexia",Abomasal Impaction,GI,"Magnesium hydroxide (milk of magnesia) 1-2kg in warm water PO, IV fluids, Exercise, NSAIDs, Surgery if not responding in 48hr",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cow,"outbreak of bovine farcy (skin lymphangitis), ulcerated skin nodules draining pus, tropical import",Bovine Farcy (Nocardiosis),Bacterial,"Trimethoprim-Sulfa 15mg/kg BID, Long-term treatment, Iodine iontophoresis, Biosecurity, Notify authorities if exotic region",,
cow,"teat necrosis and sloughing after severe gangrenous mastitis, tissue delineation developing",Gangrenous Mastitis - Tissue Sloughing,Bacterial/Mammary,"Amputation of gangrenous quarter, Penicillin G + Oxytetracycline systemic, IV fluids, NSAIDs, Wound management, Long-term recovery possible",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cow,"adult dairy cow with severe lameness, history of repeated mastitis and metabolic disease, chronic patient",Chronic Lameness and Disease (Welfare),Multi-systemic,"Welfare assessment for culling, Pain management (Meloxicam), Address immediate pain, Record and review, Consider timing of culling",,
cow,"hyperthermia in beef cattle during transport, heat stroke, temperature 42C, panting, collapse",Heat Stroke (Transport-Related),Environmental,"Cool with water immediately, IV fluids, NSAIDs, Dexamethasone 0.04mg/kg, Rest in cool area, Prevent with adequate ventilation in transport",,
cow,"foul-smelling brown vaginal discharge 3 weeks post-calving, clinical endometritis, cow cycling",Clinical Endometritis (3 weeks post-calving),Reproductive/Bacterial,"Intrauterine Cephapirin (Metricure) 500mg, PGF2alpha if CL present, Systemic Ceftiofur if systemic signs, Recheck 2 weeks",,
cow,"lightning strike survival, burns on back and face, neurological signs, standing but ataxic",Lightning Strike Survivor,Environmental/Neurological,"NSAIDs, Wound care on burns, Vitamin B1 500mg IM, IV fluids if shocked, Monitor for delayed complications, Good prognosis if survived",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Vitamin B supplementation; Wound management and bandaging. Final selection based on clinical assessment."
cow,"orf lesions at mouth and coronary band of imported cattle, parapox virus, contagious to handlers",Contagious Ecthyma (Orf-like) / Bovine,Viral/Zoonotic,"Self-limiting, NSAIDs, Topical zinc oxide, Protective gloves for handlers, Vaccination in some countries",,
cow,"abomasopexy post-surgery infection, surgical wound dehiscence, peritonitis developing",Post-LDA Surgery Peritonitis,Surgical/Bacterial,"IV Penicillin G high dose, Abdominal lavage, IV fluids, NSAIDs, Second surgery to clean, Prognosis guarded",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cow,"brucellosis seropositive cow identified in reactor test, movement restriction, slaughter required",Brucellosis Reactor,Bacterial (Zoonotic/Notifiable),"Statutory slaughter, Compensation, Notify authorities, Test all in-contact cattle, Brucella vaccination of remaining herd in endemic areas",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"acute laryngeal edema causing respiratory distress, allergic reaction after injection",Laryngeal Edema (Anaphylaxis),Allergic/Emergency,"Epinephrine 5ml 1:1000 IM immediately, Dexamethasone 40mg IV, Emergency tracheotomy if obstruction complete, Oxygen, Antihistamine",,
cow,"milk drop and fever in herd of dairy cows, BVD virus isolated, acute BVD outbreak",Acute BVD Infection (Herd),Viral,"Supportive treatment, NSAIDs, Antibiotics for secondary infections, BVD vaccination of seronegative cattle, Remove any PI cattle",,
cow,"abdominal pain in dry cow, off feed, distended abdomen, possible intestinal obstruction",Intestinal Obstruction (Cow),GI/Surgical,"Nasogastric tube, IV fluids, NSAIDs, Exploratory laparotomy for definitive diagnosis and correction, Prognosis depends on cause",,
cow,"acute bovine pericarditis with fibrin rub, fever, reluctance to move, cardiac tamponade developing",Acute Pericarditis,Cardiac/Bacterial,"Pericardiocentesis drainage, Penicillin G IV high dose, NSAIDs, Very poor prognosis, Consider euthanasia, Hardware magnet prevention",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen). Final selection based on clinical assessment."
cow,"poor thrive and high mortality in calf group, cryptosporidiosis and salmonella concurrent infection",Mixed Enteric Infection in Calves,Bacterial/Parasitic/GI,"Enrofloxacin for salmonella, Halofuginone for crypto, Oral electrolytes, IV fluids for severe cases, Hygiene and disinfection protocol",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Fluid therapy (e.g., Crystalloid IV, Ringer's Lactate); Fluoroquinolone antibiotic therapy (e.g., Enrofloxacin); Electrolyte correction therapy (based on blood panel). Final selection based on clinical assessment."
cow,"milk drop, high SCC, persistent infection, difficult to cure, Staph aureus confirmed 3rd treatment failure",Recalcitrant Staph aureus Mastitis,Bacterial/Mammary,"Evaluate culling, Pirlimycin 50mg intramammary BID x 8 days (extended therapy), Consider culling economic analysis, Dry cow therapy",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"suspected tetanus after deep wound from farm machinery, jaw stiffening, tail raised, ear erect",Tetanus (Bovine),Bacterial (Clostridial),"Tetanus antitoxin 100,000-300,000 IU IV, Penicillin G 44,000 IU/kg QID, Diazepam 0.1mg/kg for spasms, Dark quiet pen, Wound debridement, IV fluids",,
cow,"severe pinkeye in multiple cows, corneal perforation in one cow, very advanced IBK",Advanced IBK with Corneal Perforation,Bacterial/Ophthalmological,"Surgical corneal repair or enucleation, Subconjunctival Penicillin, Eye patch, Systemic Oxytetracycline, NSAIDs, Poor visual prognosis",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"NSAID analgesic therapy (e.g., Meloxicam, Carprofen); Surgical intervention (based on clinical assessment). Final selection based on clinical assessment."
cow,"lymph node biopsy positive for bovine leukemia virus, asymptomatic carrier in young cow",BLV Asymptomatic Carrier,Viral,"No treatment, Test all herd (ELISA), Cull or segregate positives, Do not use same needles between cattle, BLV vaccination not available",Isolate the animal; keep warm and calm; offer small amounts of water to prevent dehydration; do not force-feed.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"fever and pneumonia in recently-purchased store cattle, Histophilus somni suspected",Histophilosis (Thrombotic Meningoencephalitis),Bacterial,"Penicillin G 22,000 IU/kg BID x 5 days, Ceftiofur, NSAIDs, Dexamethasone for neurological signs, Vaccination (Somubac) prevention",,
cow,"cow with meningitis signs, paddling, opisthotonus, Listeria on CSF culture, silage herd",Listerial Meningitis,Bacterial,"High-dose Penicillin G 44,000 IU/kg QID minimum 2 weeks, Dexamethasone 20mg once, Supportive nursing, Review silage pH and fermentation",Clean any visible wounds with mild antiseptic; isolate from other animals; prevent the animal from licking affected areas.,"Corticosteroid therapy (e.g., Prednisolone). Final selection based on clinical assessment."
cow,"post-dipping abscess in several cattle following poor dipping practice, neck swelling hot and painful",Post-Dipping Abscess (Iatrogenic),Bacterial/Iatrogenic,"Lance and drain, Penicillin G 22,000 IU/kg BID, Improve dipping technique and needle hygiene, NSAIDs, Flush cavity",,
cow,"summer mastitis prevention program, fly control needed in dry cows at pasture",Summer Mastitis Prevention,Preventive/Parasitic,"Internal teat sealant (Orbeseal) at dry-off, Fly repellent (Deltamethrin ear tags), Delta-methrin pour-on, Monitor dry cows weekly, Early treatment",Remove visible external parasites carefully (use gloves); check the whole body; avoid contact with wild animals.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"early dystocia, calf presented normally but large, cow straining 1 hour, first-calf heifer",Dystocia - Feto-maternal Disproportion,Reproductive/Emergency,"Lubrication, Assist manually with handles and slow traction, Calving jack used carefully, Episiotomy if needed, Caesarean if no progress, Oxytocin only if cervix fully dilated",Keep the animal calm and warm; do not attempt manual intervention; transport to a vet promptly.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"bovine progressive degenerative myeloencephalopathy, progressive ataxia in Hereford, genetic disease",Progressive Degenerative Myeloencephalopathy,Neurological/Genetic,"No treatment, Euthanasia for welfare, Genetic testing of breeding stock, Eliminate carrier bulls from breeding program",Prevent the animal from injuring itself; keep the environment quiet and dim; do not restrain forcefully during a seizure.,"Pharmacological therapy as determined by veterinary assessment; adjust based on body weight, severity, and diagnostic findings."
cow,"inherited factor XI deficiency in Holstein, bleeding from minor injuries, prolonged clotting time",Factor XI Deficiency,Hematological/Genetic,"Fresh frozen plasma transfusion acutely, Genetic test and cull carriers from breeding, No long-term treatment, Avoid surgery",Keep the animal calm and warm; restrict movement; monitor vital signs; transport to a veterinary clinic promptly.,Surgical intervention (based on clinical assessment); Blood product transfusion therapy. Final selection based on clinical assessment.
